iso,id,year,GG debt (% of GDP),GG debt ($ million),,
LAO,LAO2012,2012,46.103,"4,699.7",,
LAO,LAO2013,2013,49.493,"5,925.3",,
LAO,LAO2014,2014,53.534,"7,101.8",,
LAO,LAO2015,2015,53.052,"7,649.0",,
LAO,LAO2016,2016,54.474,"8,663.5",,
LAO,LAO2017,2017,57.198,"9,755.1",,
LAO,LAO2018,2018,60.588,"10,985.2",,
LAO,LAO2019,2019,69.129,"12,975.5",,
LAO,LAO2020,2020,75.972,"14,063.2",,
LAO,LAO2021,2021,92.858,"17,209.4",,
LAO,LAO2022,2022,130.728,"19,767.4",,
LAO,LAO2023,2023,115.876,"17,315.4",,
LAO,LAO2024,2024,108.338,"16,195.4",,
LAO,LAO2025,2025,118.255,"17,076.0",,
LBN,LBN2000,2000,148.076,"25,199.6",,
LBN,LBN2001,2001,163.082,"28,312.7",,
LBN,LBN2002,2002,163.117,"30,726.3",,
LBN,LBN2003,2003,171.308,"33,381.1",,
LBN,LBN2004,2004,169.547,"35,876.1",,
LBN,LBN2005,2005,178.926,"38,463.7",,
LBN,LBN2006,2006,183.291,"40,366.2",,
LBN,LBN2007,2007,169.301,"42,032.4",,
LBN,LBN2008,2008,161.487,"47,023.4",,
LBN,LBN2009,2009,144.499,"51,152.6",,
LBN,LBN2010,2010,136.829,"52,602.5",,
LBN,LBN2011,2011,134.386,"53,656.3",,
LBN,LBN2012,2012,131.051,"57,684.7",,
LBN,LBN2013,2013,135.403,"63,476.9",,
LBN,LBN2014,2014,138.401,"66,564.0",,
LBN,LBN2015,2015,140.841,"70,320.5",,
LBN,LBN2016,2016,146.403,"74,885.1",,
LBN,LBN2017,2017,149.979,"79,533.9",,
LBN,LBN2018,2018,155.081,"85,139.5",,
LBN,LBN2019,2019,172.1,"87,647.1",,
LBN,LBN2020,2020,148.709,"37,141.6",,
LBN,LBN2021,2021,357.687,"70,757.6",,
LBN,LBN2022,2022,255.183,"62,581.1",,
LBN,LBN2023,2023,195.17,"46,885.7",,
LBN,LBN2024,2024,,,,
LBN,LBN2025,2025,,,,
LSO,LSO2000,2000,88.48,815.8,,
LSO,LSO2001,2001,108.678,841.2,,
LSO,LSO2002,2002,79.62,681.5,,
LSO,LSO2003,2003,52.633,661.1,,
LSO,LSO2004,2004,49.433,789.9,,
LSO,LSO2005,2005,40.968,708.7,,
LSO,LSO2006,2006,43.729,752.1,,
LSO,LSO2007,2007,49.621,872.8,,
LSO,LSO2008,2008,47.027,776.9,,
LSO,LSO2009,2009,35.87,694.8,,
LSO,LSO2010,2010,33.81,796.6,,
LSO,LSO2011,2011,36.171,930.0,,
LSO,LSO2012,2012,39.846,982.2,,
LSO,LSO2013,2013,41.192,966.0,,
LSO,LSO2014,2014,41.507,"1,028.1",,
LSO,LSO2015,2015,45.812,"1,008.8",,
LSO,LSO2016,2016,41.45,914.4,,
LSO,LSO2017,2017,40.992,993.6,,
LSO,LSO2018,2018,48.191,"1,191.3",,
LSO,LSO2019,2019,58.219,"1,352.4",,
LSO,LSO2020,2020,54.69,"1,144.1",,
LSO,LSO2021,2021,58.389,"1,417.1",,
LSO,LSO2022,2022,64.491,"1,462.0",,
LSO,LSO2023,2023,61.531,"1,360.5",,
LSO,LSO2024,2024,60.033,"1,379.0",,
LSO,LSO2025,2025,59.747,"1,448.3",,
LBR,LBR2000,2000,468.08,"4,039.5",,
LBR,LBR2001,2001,465.171,"4,205.1",,
LBR,LBR2002,2002,463.616,"4,371.9",,
LBR,LBR2003,2003,600.117,"4,284.8",,
LBR,LBR2004,2004,543.399,"4,874.3",,
LBR,LBR2005,2005,488.458,"4,611.0",,
LBR,LBR2006,2006,450.955,"5,001.1",,
LBR,LBR2007,2007,366.805,"4,929.9",,
LBR,LBR2008,2008,235.281,"3,943.3",,
LBR,LBR2009,2009,132.157,"2,332.6",,
LBR,LBR2010,2010,25.397,499.3,,
LBR,LBR2011,2011,22.519,526.9,,
LBR,LBR2012,2012,20.504,548.5,,
LBR,LBR2013,2013,20.612,627.4,,
LBR,LBR2014,2014,24.332,751.9,,
LBR,LBR2015,2015,24.771,765.9,,
LBR,LBR2016,2016,28.608,931.5,,
LBR,LBR2017,2017,31.839,"1,057.4",,
LBR,LBR2018,2018,37.13,"1,211.9",,
LBR,LBR2019,2019,48.55,"1,495.3",,
LBR,LBR2020,2020,58.67,"1,781.8",,
LBR,LBR2021,2021,53.28,"1,869.6",,
LBR,LBR2022,2022,53.989,"2,145.5",,
LBR,LBR2023,2023,58.808,"2,581.7",,
LBR,LBR2024,2024,56.818,"2,702.3",,
LBR,LBR2025,2025,57.236,"2,891.0",,
LBY,LBY2000,2000,#N/A,#N/A,,
LBY,LBY2001,2001,#N/A,#N/A,,
LBY,LBY2002,2002,#N/A,#N/A,,
LBY,LBY2003,2003,#N/A,#N/A,,
LBY,LBY2004,2004,#N/A,#N/A,,
LBY,LBY2005,2005,#N/A,#N/A,,
LBY,LBY2006,2006,#N/A,#N/A,,
LBY,LBY2007,2007,#N/A,#N/A,,
LBY,LBY2008,2008,#N/A,#N/A,,
LBY,LBY2009,2009,#N/A,#N/A,,
LBY,LBY2010,2010,#N/A,#N/A,,
LBY,LBY2011,2011,#N/A,#N/A,,
LBY,LBY2012,2012,#N/A,#N/A,,
LBY,LBY2013,2013,#N/A,#N/A,,
LBY,LBY2014,2014,#N/A,#N/A,,
LBY,LBY2015,2015,#N/A,#N/A,,
LBY,LBY2016,2016,#N/A,#N/A,,
LBY,LBY2017,2017,#N/A,#N/A,,
LBY,LBY2018,2018,#N/A,#N/A,,
LBY,LBY2019,2019,#N/A,#N/A,,
LBY,LBY2020,2020,#N/A,#N/A,,
LBY,LBY2021,2021,#N/A,#N/A,,
LBY,LBY2022,2022,#N/A,#N/A,,
LBY,LBY2023,2023,#N/A,#N/A,,
LBY,LBY2024,2024,#N/A,#N/A,,
LBY,LBY2025,2025,#N/A,#N/A,,
MDG,MDG2000,2000,90.212,"4,175.9",,
MDG,MDG2001,2001,82.144,"4,467.0",,
MDG,MDG2002,2002,86.693,"4,639.8",,
MDG,MDG2003,2003,85.862,"5,471.1",,
MDG,MDG2004,2004,81.896,"4,148.0",,
MDG,MDG2005,2005,74.366,"4,357.1",,
MDG,MDG2006,2006,32.226,"2,061.2",,
MDG,MDG2007,2007,28.21,"2,404.9",,
MDG,MDG2008,2008,31.01,"3,325.8",,
MDG,MDG2009,2009,34.857,"3,352.2",,
MDG,MDG2010,2010,32.341,"3,228.6",,
MDG,MDG2011,2011,29.947,"3,459.5",,
MDG,MDG2012,2012,30.435,"3,524.1",,
MDG,MDG2013,2013,36.243,"4,502.8",,
MDG,MDG2014,2014,37.848,"4,739.7",,
MDG,MDG2015,2015,44.062,"4,989.1",,
MDG,MDG2016,2016,40.281,"4,772.9",,
MDG,MDG2017,2017,40.13,"5,287.5",,
MDG,MDG2018,2018,42.896,"5,902.5",,
MDG,MDG2019,2019,41.253,"5,818.7",,
MDG,MDG2020,2020,51.941,"6,778.8",,
MDG,MDG2021,2021,51.946,"7,560.7",,
MDG,MDG2022,2022,53.903,"8,158.2",,
MDG,MDG2023,2023,55.57,"8,774.5",,
MDG,MDG2024,2024,55.494,"9,551.6",,
MDG,MDG2025,2025,55.844,"10,110.0",,
MWI,MWI2000,2000,,,,
MWI,MWI2001,2001,,,,
MWI,MWI2002,2002,101.505,"4,996.1",,
MWI,MWI2003,2003,84.741,"3,831.1",,
MWI,MWI2004,2004,74.661,"3,654.7",,
MWI,MWI2005,2005,70.933,"3,651.6",,
MWI,MWI2006,2006,17.91,"1,008.3",,
MWI,MWI2007,2007,18.948,"1,182.4",,
MWI,MWI2008,2008,23.524,"1,762.4",,
MWI,MWI2009,2009,23.487,"2,048.8",,
MWI,MWI2010,2010,19.313,"1,891.9",,
MWI,MWI2011,2011,19.983,"2,246.3",,
MWI,MWI2012,2012,28.606,"2,408.9",,
MWI,MWI2013,2013,35.347,"2,703.3",,
MWI,MWI2014,2014,33.515,"2,857.5",,
MWI,MWI2015,2015,35.455,"3,195.9",,
MWI,MWI2016,2016,37.08,"2,867.4",,
MWI,MWI2017,2017,39.975,"3,575.0",,
MWI,MWI2018,2018,40.808,"4,032.6",,
MWI,MWI2019,2019,41.187,"4,543.3",,
MWI,MWI2020,2020,53.858,"6,380.6",,
MWI,MWI2021,2021,66.546,"8,301.6",,
MWI,MWI2022,2022,76.701,"9,611.4",,
MWI,MWI2023,2023,91.32,"11,573.9",,
MWI,MWI2024,2024,84.453,"9,158.1",,
MWI,MWI2025,2025,82.281,"8,873.2",,
MYS,MYS2000,2000,32.518,"33,216.8",,
MYS,MYS2001,2001,38.065,"38,466.2",,
MYS,MYS2002,2002,39.532,"43,419.2",,
MYS,MYS2003,2003,41.393,"49,681.9",,
MYS,MYS2004,2004,41.96,"57,010.6",,
MYS,MYS2005,2005,40.778,"61,307.7",,
MYS,MYS2006,2006,39.662,"67,588.0",,
MYS,MYS2007,2007,39.348,"79,771.0",,
MYS,MYS2008,2008,39.361,"95,232.4",,
MYS,MYS2009,2009,50.408,"106,787.8",,
MYS,MYS2010,2010,51.212,"132,454.7",,
MYS,MYS2011,2011,51.898,"156,827.5",,
MYS,MYS2012,2012,53.788,"171,534.8",,
MYS,MYS2013,2013,55.656,"182,478.8",,
MYS,MYS2014,2014,55.373,"189,856.3",,
MYS,MYS2015,2015,56.971,"171,685.0",,
MYS,MYS2016,2016,55.787,"168,061.7",,
MYS,MYS2017,2017,54.395,"173,579.3",,
MYS,MYS2018,2018,55.646,"199,648.4",,
MYS,MYS2019,2019,57.083,"208,454.6",,
MYS,MYS2020,2020,67.693,"228,434.1",,
MYS,MYS2021,2021,69.162,"258,517.2",,
MYS,MYS2022,2022,65.5,"266,981.9",,
MYS,MYS2023,2023,69.762,"278,842.2",,
MYS,MYS2024,2024,68.384,"300,717.3",,
MYS,MYS2025,2025,68.06,"332,303.0",,
MDV,MDV2000,2000,39.017,312.5,,
MDV,MDV2001,2001,41.845,321.0,,
MDV,MDV2002,2002,44.279,366.6,,
MDV,MDV2003,2003,37.606,395.6,,
MDV,MDV2004,2004,34.674,425.4,,
MDV,MDV2005,2005,43.196,502.4,,
MDV,MDV2006,2006,36.78,579.3,,
MDV,MDV2007,2007,35.824,669.2,,
MDV,MDV2008,2008,38.958,885.1,,
MDV,MDV2009,2009,48.387,"1,134.7",,
MDV,MDV2010,2010,52.748,"1,365.1",,
MDV,MDV2011,2011,51.863,"1,363.5",,
MDV,MDV2012,2012,57.123,"1,648.0",,
MDV,MDV2013,2013,55.949,"1,838.5",,
MDV,MDV2014,2014,55.065,"2,031.9",,
MDV,MDV2015,2015,54.686,"2,252.0",,
MDV,MDV2016,2016,61.85,"2,720.2",,
MDV,MDV2017,2017,63.74,"3,065.3",,
MDV,MDV2018,2018,70.642,"3,813.3",,
MDV,MDV2019,2019,77.192,"4,412.3",,
MDV,MDV2020,2020,155.65,"5,768.4",,
MDV,MDV2021,2021,123.37,"6,467.1",,
MDV,MDV2022,2022,120.045,"7,396.0",,
MDV,MDV2023,2023,123.143,"8,094.2",,
MDV,MDV2024,2024,131.768,"9,202.7",,
MDV,MDV2025,2025,133.642,"10,211.6",,
MLI,MLI2000,2000,90.522,"2,682.2",,
MLI,MLI2001,2001,77.498,"2,687.6",,
MLI,MLI2002,2002,42.643,"1,665.2",,
MLI,MLI2003,2003,44.15,"2,080.8",,
MLI,MLI2004,2004,42.434,"2,313.5",,
MLI,MLI2005,2005,46.626,"2,914.6",,
MLI,MLI2006,2006,18.066,"1,247.6",,
MLI,MLI2007,2007,18.535,"1,511.9",,
MLI,MLI2008,2008,20.098,"1,983.9",,
MLI,MLI2009,2009,21.855,"2,239.9",,
MLI,MLI2010,2010,25.289,"2,705.4",,
MLI,MLI2011,2011,23.965,"3,113.8",,
MLI,MLI2012,2012,25.39,"3,161.1",,
MLI,MLI2013,2013,26.382,"3,493.8",,
MLI,MLI2014,2014,26.907,"3,866.3",,
MLI,MLI2015,2015,30.661,"4,018.4",,
MLI,MLI2016,2016,37.221,"5,219.1",,
MLI,MLI2017,2017,38.226,"5,871.5",,
MLI,MLI2018,2018,37.524,"6,408.7",,
MLI,MLI2019,2019,40.725,"7,037.7",,
MLI,MLI2020,2020,46.925,"8,279.0",,
MLI,MLI2021,2021,50.346,"9,961.5",,
MLI,MLI2022,2022,53.081,"9,725.5",,
MLI,MLI2023,2023,55.889,"11,295.2",,
MLI,MLI2024,2024,55.722,"12,065.5",,
MLI,MLI2025,2025,55.922,"12,981.7",,
MHL,MHL2000,2000,27.294,31.4,,
MHL,MHL2001,2001,32.711,40.2,,
MHL,MHL2002,2002,37.165,49.1,,
MHL,MHL2003,2003,43.713,57.3,,
MHL,MHL2004,2004,46.795,62.2,,
MHL,MHL2005,2005,45.753,63.1,,
MHL,MHL2006,2006,44.355,63.4,,
MHL,MHL2007,2007,42.227,63.3,,
MHL,MHL2008,2008,44.06,64.8,,
MHL,MHL2009,2009,41.197,62.2,,
MHL,MHL2010,2010,38.83,62.5,,
MHL,MHL2011,2011,35.918,61.8,,
MHL,MHL2012,2012,37.556,68.0,,
MHL,MHL2013,2013,33.353,62.0,,
MHL,MHL2014,2014,34.943,65.0,,
MHL,MHL2015,2015,33.875,62.3,,
MHL,MHL2016,2016,29.214,59.0,,
MHL,MHL2017,2017,26.532,56.8,,
MHL,MHL2018,2018,24.687,54.3,,
MHL,MHL2019,2019,25.127,58.5,,
MHL,MHL2020,2020,21.669,52.4,,
MHL,MHL2021,2021,20.056,51.9,,
MHL,MHL2022,2022,19.808,50.1,,
MHL,MHL2023,2023,18.669,48.4,,
MHL,MHL2024,2024,17.096,47.7,,
MHL,MHL2025,2025,13.537,39.8,,
MRT,MRT2000,2000,55.527,988.4,,
MRT,MRT2001,2001,63.465,"1,108.1",,
MRT,MRT2002,2002,59.452,"1,056.5",,
MRT,MRT2003,2003,22.936,470.4,,
MRT,MRT2004,2004,22.015,520.0,,
MRT,MRT2005,2005,71.059,"2,086.3",,
MRT,MRT2006,2006,38.003,"1,523.5",,
MRT,MRT2007,2007,61.5,"2,661.7",,
MRT,MRT2008,2008,57.236,"2,940.8",,
MRT,MRT2009,2009,54.344,"2,567.8",,
MRT,MRT2010,2010,43.947,"2,477.3",,
MRT,MRT2011,2011,38.839,"2,634.1",,
MRT,MRT2012,2012,39.317,"2,642.5",,
MRT,MRT2013,2013,40.734,"2,986.2",,
MRT,MRT2014,2014,49.542,"3,277.2",,
MRT,MRT2015,2015,59.888,"3,702.3",,
MRT,MRT2016,2016,57.554,"3,691.5",,
MRT,MRT2017,2017,55.664,"3,799.6",,
MRT,MRT2018,2018,59.182,"4,422.1",,
MRT,MRT2019,2019,57.687,"4,553.8",,
MRT,MRT2020,2020,56.489,"4,781.2",,
MRT,MRT2021,2021,54.45,"4,969.1",,
MRT,MRT2022,2022,50.457,"4,825.7",,
MRT,MRT2023,2023,48.198,"5,132.6",,
MRT,MRT2024,2024,44.209,"4,757.3",,
MRT,MRT2025,2025,46.156,"5,114.1",,
MUS,MUS2000,2000,56.944,"2,810.2",,
MUS,MUS2001,2001,58.184,"2,840.5",,
MUS,MUS2002,2002,62.955,"3,225.2",,
MUS,MUS2003,2003,66.947,"4,120.6",,
MUS,MUS2004,2004,59.421,"4,136.9",,
MUS,MUS2005,2005,58.292,"4,002.9",,
MUS,MUS2006,2006,55.307,"3,939.5",,
MUS,MUS2007,2007,48.808,"4,031.5",,
MUS,MUS2008,2008,48.759,"4,936.8",,
MUS,MUS2009,2009,56.837,"5,258.6",,
MUS,MUS2010,2010,54.392,"5,514.3",,
MUS,MUS2011,2011,54.865,"6,404.4",,
MUS,MUS2012,2012,54.184,"6,407.8",,
MUS,MUS2013,2013,56.476,"6,942.6",,
MUS,MUS2014,2014,59.129,"7,730.5",,
MUS,MUS2015,2015,63.021,"7,566.9",,
MUS,MUS2016,2016,62.596,"7,883.3",,
MUS,MUS2017,2017,61.337,"8,411.8",,
MUS,MUS2018,2018,63.148,"9,305.5",,
MUS,MUS2019,2019,81.068,"11,703.0",,
MUS,MUS2020,2020,91.896,"10,483.5",,
MUS,MUS2021,2021,85.92,"9,867.1",,
MUS,MUS2022,2022,81.203,"10,497.9",,
MUS,MUS2023,2023,78.649,"11,448.9",,
MUS,MUS2024,2024,80.132,"12,733.0",,
MUS,MUS2025,2025,80.936,"13,366.6",,
MEX,MEX2000,2000,38.455,"285,359.6",,
MEX,MEX2001,2001,37.315,"297,047.9",,
MEX,MEX2002,2002,39.866,"323,180.1",,
MEX,MEX2003,2003,42.133,"322,549.2",,
MEX,MEX2004,2004,38.906,"318,818.7",,
MEX,MEX2005,2005,36.841,"338,042.7",,
MEX,MEX2006,2006,35.777,"365,020.2",,
MEX,MEX2007,2007,35.529,"391,656.1",,
MEX,MEX2008,2008,40.605,"471,648.6",,
MEX,MEX2009,2009,41.667,"393,101.9",,
MEX,MEX2010,2010,40.155,"443,883.0",,
MEX,MEX2011,2011,41.167,"505,948.2",,
MEX,MEX2012,2012,40.815,"512,273.1",,
MEX,MEX2013,2013,44.066,"584,947.9",,
MEX,MEX2014,2014,47.093,"642,587.8",,
MEX,MEX2015,2015,50.973,"618,452.4",,
MEX,MEX2016,2016,55.003,"611,761.5",,
MEX,MEX2017,2017,52.521,"625,378.6",,
MEX,MEX2018,2018,52.202,"655,813.7",,
MEX,MEX2019,2019,51.859,"676,863.7",,
MEX,MEX2020,2020,58.505,"655,742.8",,
MEX,MEX2021,2021,56.895,"747,071.2",,
MEX,MEX2022,2022,54.169,"792,668.0",,
MEX,MEX2023,2023,53.097,"949,810.3",,
MEX,MEX2024,2024,57.746,"1,067,218.3",,
MEX,MEX2025,2025,57.932,"1,053,098.3",,
FSM,FSM2000,2000,27.525,63.3,,
FSM,FSM2001,2001,24.167,57.0,,
FSM,FSM2002,2002,24.553,58.4,,
FSM,FSM2003,2003,25.136,60.6,,
FSM,FSM2004,2004,25.834,61.0,,
FSM,FSM2005,2005,25.123,61.8,,
FSM,FSM2006,2006,25.504,63.5,,
FSM,FSM2007,2007,26.137,65.9,,
FSM,FSM2008,2008,29.499,76.1,,
FSM,FSM2009,2009,31.378,86.3,,
FSM,FSM2010,2010,29.466,85.7,,
FSM,FSM2011,2011,28.745,88.2,,
FSM,FSM2012,2012,27.378,88.4,,
FSM,FSM2013,2013,28.028,87.7,,
FSM,FSM2014,2014,28.573,89.7,,
FSM,FSM2015,2015,26.151,81.1,,
FSM,FSM2016,2016,24.714,80.3,,
FSM,FSM2017,2017,22.395,80.4,,
FSM,FSM2018,2018,20.064,78.7,,
FSM,FSM2019,2019,19.794,78.0,,
FSM,FSM2020,2020,21.525,80.1,,
FSM,FSM2021,2021,17.027,66.4,,
FSM,FSM2022,2022,14.573,62.7,,
FSM,FSM2023,2023,12.422,57.1,,
FSM,FSM2024,2024,10.649,51.5,,
FSM,FSM2025,2025,10.632,53.9,,
MDA,MDA2000,2000,89.099,"1,171.7",,
MDA,MDA2001,2001,85.38,"1,264.5",,
MDA,MDA2002,2002,80.342,"1,335.3",,
MDA,MDA2003,2003,68.059,"1,348.2",,
MDA,MDA2004,2004,49.335,"1,281.7",,
MDA,MDA2005,2005,40.421,"1,207.8",,
MDA,MDA2006,2006,34.984,"1,192.3",,
MDA,MDA2007,2007,28.275,"1,244.4",,
MDA,MDA2008,2008,22.195,"1,343.9",,
MDA,MDA2009,2009,32.612,"1,773.4",,
MDA,MDA2010,2010,25.475,"1,777.4",,
MDA,MDA2011,2011,24.201,"2,037.0",,
MDA,MDA2012,2012,31.333,"2,728.5",,
MDA,MDA2013,2013,29.974,"2,846.3",,
MDA,MDA2014,2014,34.961,"3,324.8",,
MDA,MDA2015,2015,42.381,"3,274.4",,
MDA,MDA2016,2016,39.232,"3,166.8",,
MDA,MDA2017,2017,34.86,"3,316.9",,
MDA,MDA2018,2018,31.8,"3,578.1",,
MDA,MDA2019,2019,28.792,"3,379.3",,
MDA,MDA2020,2020,36.633,"4,223.8",,
MDA,MDA2021,2021,33.639,"4,606.5",,
MDA,MDA2022,2022,34.901,"5,078.1",,
MDA,MDA2023,2023,35.306,"5,852.3",,
MDA,MDA2024,2024,36.914,"6,667.4",,
MDA,MDA2025,2025,34.803,"6,838.4",,
MNG,MNG2000,2000,,,,
MNG,MNG2001,2001,,,,
MNG,MNG2002,2002,,,,
MNG,MNG2003,2003,,,,
MNG,MNG2004,2004,,,,
MNG,MNG2005,2005,,,,
MNG,MNG2006,2006,40.937,"1,397.6",,
MNG,MNG2007,2007,36.113,"1,529.4",,
MNG,MNG2008,2008,30.992,"1,742.7",,
MNG,MNG2009,2009,48.536,"2,224.9",,
MNG,MNG2010,2010,30.975,"2,225.6",,
MNG,MNG2011,2011,32.653,"3,399.2",,
MNG,MNG2012,2012,43.692,"5,364.5",,
MNG,MNG2013,2013,49.423,"6,218.4",,
MNG,MNG2014,2014,43.963,"5,375.4",,
MNG,MNG2015,2015,50.547,"5,873.6",,
MNG,MNG2016,2016,78.678,"8,775.7",,
MNG,MNG2017,2017,86.898,"9,976.8",,
MNG,MNG2018,2018,76.539,"10,108.5",,
MNG,MNG2019,2019,66.837,"9,494.9",,
MNG,MNG2020,2020,83.392,"11,102.0",,
MNG,MNG2021,2021,67.728,"10,352.9",,
MNG,MNG2022,2022,64.489,"11,057.3",,
MNG,MNG2023,2023,46.795,"9,506.4",,
MNG,MNG2024,2024,42.369,"10,028.3",,
MNG,MNG2025,2025,40.045,"10,909.1",,
MNE,MNE2000,2000,,,,
MNE,MNE2001,2001,,,,
MNE,MNE2002,2002,76.708,973.4,,
MNE,MNE2003,2003,40.897,687.5,,
MNE,MNE2004,2004,45.372,940.6,,
MNE,MNE2005,2005,38.568,872.0,,
MNE,MNE2006,2006,36.692,999.5,,
MNE,MNE2007,2007,31.758,"1,170.6",,
MNE,MNE2008,2008,34.185,"1,560.2",,
MNE,MNE2009,2009,43.689,"1,822.3",,
MNE,MNE2010,2010,45.007,"1,866.0",,
MNE,MNE2011,2011,48.572,"2,207.1",,
MNE,MNE2012,2012,56.87,"2,326.0",,
MNE,MNE2013,2013,58.654,"2,619.5",,
MNE,MNE2014,2014,63.36,"2,911.4",,
MNE,MNE2015,2015,68.76,"2,788.2",,
MNE,MNE2016,2016,66.39,"2,905.2",,
MNE,MNE2017,2017,66.207,"3,214.3",,
MNE,MNE2018,2018,71.885,"3,960.1",,
MNE,MNE2019,2019,78.793,"4,367.5",,
MNE,MNE2020,2020,107.348,"5,128.0",,
MNE,MNE2021,2021,85.627,"5,022.0",,
MNE,MNE2022,2022,70.552,"4,404.6",,
MNE,MNE2023,2023,61.498,"4,554.5",,
MNE,MNE2024,2024,62.172,"5,042.1",,
MNE,MNE2025,2025,59.532,"5,268.0",,
MAR,MAR2000,2000,64.86,"27,275.6",,
MAR,MAR2001,2001,60.435,"25,808.2",,
MAR,MAR2002,2002,59.372,"27,139.5",,
MAR,MAR2003,2003,56.929,"32,076.6",,
MAR,MAR2004,2004,54.431,"35,123.2",,
MAR,MAR2005,2005,54.767,"36,950.2",,
MAR,MAR2006,2006,50.642,"37,618.9",,
MAR,MAR2007,2007,47.066,"40,259.8",,
MAR,MAR2008,2008,41.991,"42,038.0",,
MAR,MAR2009,2009,42.622,"42,850.0",,
MAR,MAR2010,2010,45.276,"45,674.9",,
MAR,MAR2011,2011,48.555,"53,267.3",,
MAR,MAR2012,2012,52.282,"55,599.3",,
MAR,MAR2013,2013,57.076,"65,984.4",,
MAR,MAR2014,2014,58.564,"69,767.9",,
MAR,MAR2015,2015,58.394,"64,475.2",,
MAR,MAR2016,2016,60.084,"67,037.5",,
MAR,MAR2017,2017,60.261,"71,434.0",,
MAR,MAR2018,2018,60.458,"76,987.8",,
MAR,MAR2019,2019,60.27,"77,700.1",,
MAR,MAR2020,2020,72.245,"87,672.2",,
MAR,MAR2021,2021,69.351,"98,493.7",,
MAR,MAR2022,2022,71.532,"93,672.6",,
MAR,MAR2023,2023,69.47,"100,341.1",,
MAR,MAR2024,2024,68.712,"107,937.6",,
MAR,MAR2025,2025,67.973,"114,600.4",,
MOZ,MOZ2000,2000,95.818,"5,683.0",,
MOZ,MOZ2001,2001,99.766,"5,636.8",,
MOZ,MOZ2002,2002,63.351,"3,770.0",,
MOZ,MOZ2003,2003,63.157,"4,158.3",,
MOZ,MOZ2004,2004,50.767,"4,029.4",,
MOZ,MOZ2005,2005,60.084,"5,328.2",,
MOZ,MOZ2006,2006,40.029,"3,806.8",,
MOZ,MOZ2007,2007,31.181,"3,371.0",,
MOZ,MOZ2008,2008,32.755,"4,231.9",,
MOZ,MOZ2009,2009,39.329,"4,823.3",,
MOZ,MOZ2010,2010,38.551,"4,399.4",,
MOZ,MOZ2011,2011,34.155,"4,993.1",,
MOZ,MOZ2012,2012,36.679,"6,121.0",,
MOZ,MOZ2013,2013,49.482,"8,509.9",,
MOZ,MOZ2014,2014,63.403,"11,398.6",,
MOZ,MOZ2015,2015,86.034,"13,945.3",,
MOZ,MOZ2016,2016,124.808,"15,063.1",,
MOZ,MOZ2017,2017,103.792,"13,768.0",,
MOZ,MOZ2018,2018,105.525,"15,846.7",,
MOZ,MOZ2019,2019,98.262,"15,243.4",,
MOZ,MOZ2020,2020,119.966,"17,077.2",,
MOZ,MOZ2021,2021,104.336,"16,869.0",,
MOZ,MOZ2022,2022,100.259,"18,932.9",,
MOZ,MOZ2023,2023,93.883,"19,676.0",,
MOZ,MOZ2024,2024,95.984,"21,591.6",,
MOZ,MOZ2025,2025,96.474,"23,679.5",,
MMR,MMR2000,2000,169.071,"12,276.2",,
MMR,MMR2001,2001,269.305,"18,024.6",,
MMR,MMR2002,2002,195.961,"12,729.6",,
MMR,MMR2003,2003,150.104,"12,512.7",,
MMR,MMR2004,2004,130.123,"13,135.9",,
MMR,MMR2005,2005,122.284,"13,918.4",,
MMR,MMR2006,2006,105.978,"13,514.3",,
MMR,MMR2007,2007,79.525,"13,328.4",,
MMR,MMR2008,2008,61.482,"14,698.5",,
MMR,MMR2009,2009,57.995,"16,801.7",,
MMR,MMR2010,2010,55.908,"19,986.0",,
MMR,MMR2011,2011,51.331,"25,815.4",,
MMR,MMR2012,2012,49.319,"27,190.1",,
MMR,MMR2013,2013,46.098,"27,279.0",,
MMR,MMR2014,2014,35.446,"22,385.2",,
MMR,MMR2015,2015,36.374,"22,790.1",,
MMR,MMR2016,2016,38.334,"23,034.9",,
MMR,MMR2017,2017,40.105,"24,571.1",,
MMR,MMR2018,2018,40.415,"26,956.4",,
MMR,MMR2019,2019,38.753,"26,662.8",,
MMR,MMR2020,2020,40.585,"31,575.5",,
MMR,MMR2021,2021,61.286,"41,707.6",,
MMR,MMR2022,2022,62.368,"38,522.2",,
MMR,MMR2023,2023,59.655,"38,480.5",,
MMR,MMR2024,2024,60.794,"39,080.8",,
MMR,MMR2025,2025,63.292,"41,145.5",,
NAM,NAM2000,2000,20.859,822.1,,
NAM,NAM2001,2001,24.393,872.5,,
NAM,NAM2002,2002,22.187,753.5,,
NAM,NAM2003,2003,27.146,"1,350.2",,
NAM,NAM2004,2004,29.179,"1,947.1",,
NAM,NAM2005,2005,26.897,"1,969.9",,
NAM,NAM2006,2006,26.136,"2,015.3",,
NAM,NAM2007,2007,19.364,"1,690.5",,
NAM,NAM2008,2008,19.097,"1,622.5",,
NAM,NAM2009,2009,15.851,"1,413.1",,
NAM,NAM2010,2010,16.328,"1,842.0",,
NAM,NAM2011,2011,27.45,"3,410.1",,
NAM,NAM2012,2012,24.628,"3,205.6",,
NAM,NAM2013,2013,26.113,"3,177.4",,
NAM,NAM2014,2014,27.572,"3,428.3",,
NAM,NAM2015,2015,42.09,"4,819.3",,
NAM,NAM2016,2016,45.833,"4,912.8",,
